id,category,year,question,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,difficulty
95,農業土木,2015,畑地かんがいにおける水利システムの施設構成についてブロック面積の大きさの組み合わせとして正しいものはどれか。,かんがいブロック>ローテーションブロック>散布ブロック,ローテーションブロック>散布ブロック>かんがいブロック,かんがいブロック>散布ブロック>ローテーションブロック,散布ブロック>かんがいブロック>ローテーションブロック,a,面積はかんがいブロックが最大でローテーション散布の順,土地改良事業計画設計基準,標準
96,農業土木,2015,大区画水田の整備をする際にその対象農地が具備すべき要件として誤っているものはどれか。,経営規模拡大の可能性が高いこと,ほ場の排水性が良好なこと,地形に緩やかな勾配が確保できること,栽培技術の蓄積・水準が高いこと,b,大区画水田では排水性より湛水機能が重要,土地改良事業計画設計基準,標準
97,農業土木,2015,水路の路線選定について空欄に当てはまる語句の組み合わせとして正しいものはどれか。水路の路線は用排水計画に基づいて定められている(ア)と設計水位を確保し想定される水路形式に適応出来るよう選定する。,(ア)許容流速(イ)機能(ウ)耐久性,(ア)設計流量(イ)性能(ウ)耐久性,(ア)許容流速(イ)勾配(ウ)安全性,(ア)設計流量(イ)機能(ウ)安全性,d,水路路線選定では設計流量と機能安全性を考慮,土地改良事業計画設計基準,標準
98,農業土木,2015,流出解析においてピーク流出量Q(m3/s)を算定する合理式の記号の説明及び単位の組み合わせとして正しいものはどれか。Q=・f・r・A/3.6,f:流出係数 r:降雨強度(mm/h) A:集水面積(km2),f:浸透係数 r:降雨強度(mm/h) A:集水面積(km2),f:流出係数 r:日雨量(mm/d) A:集水面積(ha),f:浸透係数 r:日雨量(mm/d) A:集水面積(ha),a,合理式のfは流出係数rは降雨強度Aは集水面積,土地改良事業計画設計基準,標準
99,農業土木,2015,各種事業計画あるいは施設計画に関し一般的に採用される計画基準降雨の組み合わせとして誤っているものはどれか。,かんがい排水事業排水計画 1/10確率降雨,湛水防除事業計画 1/20確率降雨,ほ場整備事業排水計画 1/30確率降雨,ダムの設計 1/200確率洪水流量,c,ほ場整備事業排水計画は1/10確率降雨,土地改良事業計画設計基準,標準
100,農業土木,2015,農用地の造成方式に関する説明として現況の複雑な地形の傾斜地を切盛土によって整形し全体として傾斜の緩いほ場面を造成する方式はどれか。,山成畑工,斜面畑工,改良山成畑工,階段畑工,c,改良山成畑工は複雑地形を整形して緩傾斜ほ場を造成,土地改良事業計画設計基準,標準
101,農業土木,2015,地すべり防止対策工法は抑制工と抑止工に分類されるが抑止工として正しいものはどれか。,集水井工,水抜きボーリング工,アンカー工,堰堤工,c,アンカー工は地すべりを物理的に抑止する工法,地すべり対策技術指針,標準
102,農業土木,2015,農業農村整備事業において環境との調和に配慮した設計を行う場合生物生息空間の形態・配置の6つの原則に関する記述として誤っているものはどれか。,団地化・・・同面積ならば分割された状態よりも一つの方がよい,方形化・・・生物空間の形態はできる限り細長い方がよい,集合化・・・分割する場合には分散させない方がよい,広大化・・・生物生息空間はなるべく広い方がよい,b,生物空間の形態は細長いより方形に近い方がよい,環境との調和に配慮した事業実施のための調査計画・設計の手引き,標準
103,農業土木,2015,農林水産省により農業用水(水稲)の水質基準として定められている項目と基準値の組合せとして誤っているものはどれか。,DO(溶存酸素)5ppm以上,pH(水素イオン濃度)7.5~9.0,COD(化学的酸素要求量)6ppm以下,T-N(全窒素濃度)1ppm以下,b,pHの基準値は6.0~7.5,農業用水基準,標準
104,農業土木,2015,農業水利施設の長寿命化を図るためのストックマネジメントのプロセスを示す組み合わせとして正しいものはどれか。,施設情報整理→機能診断評価→対策工事の実施→機能診断調査→計画の作成,施設情報整理→機能診断調査→機能診断評価→計画の作成→対策工事の実施,機能診断調査→機能診断評価→施設情報整理→計画の作成→対策工事の実施,機能診断調査→対策工事の実施→機能診断評価→計画の作成→施設情報整理,b,ストックマネジメントは施設情報整理→調査→評価→計画→実施の順,ストックマネジメント技術指針,標準
105,農業土木,2015,コンクリート構造物の劣化機構とその要因についての組合せについて誤っているものはどれか。,塩害-塩化物質,中性化-二酸化炭素,アルカリ骨材反応-反応性骨材,凍害-凍結融解作用,a,塩害の要因は塩化物イオン,コンクリート標準示方書,標準
106,農業土木,2015,ダムの利用目的による分類に関して空欄に当てはまる語句の組み合わせとして正しいものはどれか。農業用水などの用水補給を目的とした(ア)洪水調整を目的とした(イ)土砂の流出の防止調節を目的とした(ウ)に大別される。,(ア)治水ダム(イ)利水ダム(ウ)地下ダム,(ア)利水ダム(イ)治水ダム(ウ)砂防ダム,(ア)砂防ダム(イ)利水ダム(ウ)治水ダム,(ア)利水ダム(イ)砂防ダム(ウ)地下ダム,b,用水補給は利水ダム洪水調整は治水ダム土砂流出防止は砂防ダム,土地改良事業計画設計基準,標準
107,農業土木,2015,ダムや貯水池の総貯水容量に関する空欄に当てはまる語句の組み合わせとして正しいものはどれか。農業用水の利水容量は一般に(ア)に1回程度の渇水を対象とした累計不足量である。,(ア)10年(イ)100年(ウ)50年,(ア)20年(イ)50年(ウ)100年,(ア)20年(イ)100年(ウ)50年,(ア)10年(イ)50年(ウ)100年,d,農業用水は10年確率防災ダムは50年確率堆砂量は100年間を想定,土地改良事業計画設計基準,標準
108,農業土木,2015,水路工が備えるべき基本的な機能について次の説明に該当する機能として正しいものはどれか。水源からほ場または分水口まで適時適量の用水を無効放流することなく各分水口へ公平かつ均等に送配水する機能,水利用機能,水理機能,構造機能,環境保全機能,a,水利用機能は適時適量の用水を公平均等に送配水する機能,土地改良事業計画設計基準,標準
109,農業土木,2015,水路トンネルの最小施工断面について空欄に当てはまる語句の組み合わせとして正しいものはどれか。矢板工法の場合の最小幅は(ア)最小高さは(イ)程度必要である。,(ア)2.0m(イ)1.8m(ウ)5.4m,(ア)3.0m(イ)2.0m(ウ)2.7m,(ア)3.0m(イ)2.0m(ウ)5.4m,(ア)2.0m(イ)1.8m(ウ)2.7m,c,矢板工法では最小幅3.0m最小高さ2.0m NATM工法では直径5.4m程度,土地改良事業計画設計基準,標準
110,農業土木,2015,頭首工の可動堰のゲートが満たすべき基本的な条件として誤っているものはどれか。,閉時において貯水に必要な一定水位が確保できること,開時において流水の安全な流下機能が確保できること,予想される荷重に対して安全な構造であること,必要な水密性及び耐久性を有していること,a,開時ではなく閉時において流水の安全な流下機能が必要,土地改良事業計画設計基準,標準
111,農業土木,2015,農業用ポンプの渦巻ポンプについて空欄に当てはまる語句の組み合わせとして正しいものはどれか。渦巻ポンプ:羽根車の回転による(ア)によって水に(イ)を与え羽根車から流出する(イ)を(ウ)に変換して揚水する。,(ア)遠心力(イ)速度エネルギー(ウ)圧力エネルギー,(ア)推力(イ)速度エネルギー(ウ)圧力エネルギー,(ア)推力(イ)圧力エネルギー(ウ)速度エネルギー,(ア)遠心力(イ)圧力エネルギー(ウ)速度エネルギー,a,渦巻ポンプは遠心力で速度エネルギーを与え圧力エネルギーに変換,土地改良事業計画設計基準,標準
112,農業土木,2015,ストックマネジメントにおける機能保全対策工法についてコンクリート構造物の補強対策工法として誤っているものはどれか。,コンクリート増厚工法,接着工法,断面修復工法,全面打換え工法,c,断面修復工法は補修工法で補強工法ではない,ストックマネジメント技術指針,標準
113,農業土木,2015,ストックマネジメントにおける機能保全コストについて空欄に当てはまる語句として正しいものはどれか。機能保全コストの検討対象期間は国営土地改良事業や国庫補助事業として実施する事業計画を策定する場合には着工予定年から(ア)間とすることを原則とする。,(ア)40年(イ)4%,(ア)50年(イ)5%,(ア)40年(イ)5%,(ア)50年(イ)4%,d,機能保全コストは50年間社会的割引率は4%を適用,ストックマネジメント技術指針,標準
114,農業土木,2015,パイプラインの余裕水頭について空欄に当てはまる語句として正しいものはどれか。クローズドタイプの場合パイプラインの管頂と(ア)時の動水勾配線との余裕高は最小でも0.5m程度以上は確保することが望ましい。,(ア)計画最大流量(イ)計画最多頻度流量,(ア)最小流量(イ)計画最大流量,(ア)最小流量(イ)計画最多頻度流量,(ア)計画最大流量(イ)最小流量,c,クローズドタイプでは最小流量時オープンタイプでは計画最多頻度流量時,土地改良事業計画設計基準,標準
115,農業土木,2015,パイプラインの布設勾配として正しいものはどれか。,おおむね1/1000~1/800程度,おおむね1/800~1/500程度,おおむね1/500~1/300程度,おおむね1/300~1/100程度,c,パイプライン布設勾配は1/500~1/300程度,土地改良事業計画設計基準,標準
116,農業土木,2015,パイプラインの通気施設の配置として誤っているものはどれか。,配水槽あるいはスタンドの下流側に設ける,平坦な勾配から急に上り勾配になる地点に設ける,下り勾配の路線に設けられる制水弁の直下流に設ける,路線内の高位部に設ける,a,通気施設は配水槽等の上流側に設ける,土地改良事業計画設計基準,標準
117,農業土木,2015,農業用ため池の改修工法の説明として誤っているものはどれか。,均一型工法:現況堤体の土質とほぼ同質の土質材料で改修する工法,傾斜遮水ゾーン型工法:現況堤体の上流側に傾斜した遮水性ゾーンを設け遮水する工法,表面遮水壁型工法:上流側法面に遮水シートやアスファルト舗装を施工し遮水する工法,堤体グラウト工法:堤体の表面部にグラウト工を施工し遮水する工法,d,堤体グラウト工法は堤体内部にグラウトを施工,土地改良事業計画設計基準,標準
118,農業土木,2015,頭首工の基礎の支持層の選定と根入れ深さに関する記述として誤っているものはどれか。,直接基礎の支持層として粘性土層では圧密のおそれのない良質な層が必要とされる,粘性土層はN値が10程度以上あれば良質な支持層と考えてよい,砂層砂礫層はN値が30程度以上あれば良質な支持層と考えてよい,支持杭においては杭先端の支持層への根入れ深さは杭径程度以上確保するのがよい,b,粘性土層ではN値15程度以上が良質な支持層,土地改良事業計画設計基準,標準
119,農業土木,2015,アスファルト舗装の基幹的農道において横断勾配と最大縦断勾配(特例)の組合せとして正しいものはどれか。,横断勾配:1.5% 最大縦断勾配:12%,横断勾配:1.5% 最大縦断勾配:14%,横断勾配:2.0% 最大縦断勾配:16%,横断勾配:2.0% 最大縦断勾配:18%,c,基幹的農道では横断勾配2.0%最大縦断勾配16%(特例),農道設計指針,標準
120,農業土木,2015,粘性土の沈下量の推定に利用する土質試験として正しいものはどれか。,湿潤密度試験,含水比試験,粒度試験,圧密試験,d,粘性土の沈下量推定には圧密試験を用いる,土質試験,標準
121,施工計画、施工設備及び積算,2015,施工計画立案における各段階の検討にあたっての基本的考えの留意事項に関する記述として誤っているものはどれか。,土量の配分では原地形計画地盤高土取場・発生土受入地の位置を把握しマスカーブ等の方法により合理的な土量配分計画を作成する,工区の区分および施工順序の設定では土量の配分状態構造物の位置等を考慮して工区の区分を行い工区間並びに主要工種間の順序関係を検討する,施工法と建設機械の選定では各主要工種について施工法の検討を行い使用機械の選定を行う。施工法の検討の際は工事費の比較検討は必要でなく最終案について算出を行う,工程計画の検討では各主要工種について稼働日数の想定算出を行い各種の作業期間と施工順序を積み重ね全体工事が工期内に入るように調整して工程計画を設定する,c,施工法検討では複数案の工事費比較検討が必要,施工計画の基本,標準
122,施工計画、施工設備及び積算,2015,施工計画立案における各工区の施工を手順良く進めるための留意点に関する記述として誤っているものはどれか。,構造物掘削や切土によって発生する土砂に対して流用先(盛土埋戻し裏込め等)の工程は適切か,各工区個別もしくは共通する工事用設備の切替・盛替は適切か(できるだけ短く使用し切替・盛替を繰り返す),一つの工区における工程の遅延により他工区もしくは全体工程に大きな遅延が生じることのない計画となっているか,のり面工(夏期冬期は不適)切盛土工(雨期は不適)コンクリート打設工(冬期夏期は対策が必要)等の季節的な条件は考慮されているか,b,工事用設備はできるだけ長期間使用し切替・盛替を少なくするのが合理的,施工計画の基本,標準
123,施工計画、施工設備及び積算,2015,軟弱地盤対策工法に関する記述として誤っているものはどれか。,圧密・排水工法における盛土載荷重工法は構造物の建設前に軟弱地盤に荷重をあらかじめ載荷させておくことにより粘土層の圧密を進行させ残留沈下量の低減や地盤の強度増加を図る工法である,締固め工法におけるサンドコンパクションパイル工法は衝撃荷重あるいは振動荷重によって砂を地盤中に圧入し砂杭を造成することにより砂質土地盤では締め固めることで液状化の防止を図る工法である,固結工法における表層混合処理工法は軟弱地盤の表層部分の土とセメント系や石灰系等の添加材を撹拌混合することにより地盤のせん断力を増加し安定性増大変形抑制およびトラフィカビリティの確保を図る工法である,荷重軽減工法における軽量盛土工法は土に比べて軽量な材料で盛土を構築する工法である,b,サンドコンパクションパイル工法は粘性土地盤にも適用可能,軟弱地盤対策工法,標準
124,施工計画、施工設備及び積算,2015,土量の配分計画における土量の変化率LCに関する記述として誤っているものはどれか。,礫まじり土における礫質土 L;1.10~1.30 C;0.85~1.00,砂 L;1.10~1.20 C;0.85~0.95,普通土における砂質土 L;1.30~1.50 C;0.90~1.10,粘性土 L;1.20~1.45 C;0.85~0.95,c,普通土における砂質土のLは1.15~1.25程度,土量変化率,標準
125,施工計画、施工設備及び積算,2015,盛土の締固め規定に関する品質規定方式と工法規定方式に関する記述として誤っているものはどれか。,品質規定の密度に関する試験・測定方法のひとつに砂置換法がある掘り出し跡の穴を乾燥砂で置換することにより掘り出した土の体積を知る方法である,品質規定の含水量に関する試験・測定方法のひとつにRI法がある放射線(中性子)と土中の水素元素との錯乱・吸収を利用した間接測定非破壊測定法である,品質規定の強度・変形に関する試験・測定方法のひとつにプルーフローリングがあるタイヤローラ等の転圧車輪の沈下・変形量(目視)により締固め不良個所を知る方法である,工法規定に関する測定方法のひとつにトータルステーションやGNSSを用いた管理があるこれは転圧機械の稼働時間の記録をもとに管理する方法である,d,トータルステーション等は転圧回数や走行軌跡を管理する方法,盛土の品質管理,標準
126,施工計画、施工設備及び積算,2015,コンクリート構造物の維持管理の区分として予防維持管理と事後維持管理があるが予防維持管理に分類される構造物の特徴に関する記述として誤っているものはどれか。,劣化が顕在化した後では維持管理が困難なことから劣化を生じさせないもの,設計耐用期間が長いもの,劣化が外へ現れても困らないもの,第三者に対する安全性が特に重要となるもの,c,劣化が外へ現れても困らないものは事後維持管理の対象,コンクリート構造物の維持管理,標準
127,施工計画、施工設備及び積算,2015,コンクリート構造物の点検における非破壊検査機器を用いる方法に関する記述として誤っているものはどれか。,反発度に基づく方法はコンクリートの強度を推定するために用いる,電磁誘導を利用する方法は主にコンクリート中の鉄筋の位置径かぶりやコンクリートの含水状態の情報を得るために用いる,弾性波を利用する方法は主にコンクリートの圧縮強度弾性係数などの品質コンクリートのひび割れ深さコンクリート中の浮き剥離空隙の情報を得るために用いる,電気化学的方法は主にコンクリート中の鉄筋の腐食傾向コンクリート中の鉄筋の腐食速度シース内のグラウトの充てん状況の情報を得るために用いる,b,電磁誘導ではなく電磁波レーダー法が鉄筋位置等の調査に用いられる,非破壊検査技術,標準
128,施工計画、施工設備及び積算,2015,コンクリート構造物に適用されている主な補修補強工法に関する記述として誤っているものはどれか。,主な補修・補強工法は1耐久性の回復あるいは向上を目的とした補修工法と2力学的な性能の回復あるいは向上を目的とした補修・補強工法に分けられる,耐久性の回復あるいは向上を目的とした補修工法は1表面保護工法2電気化学的防食工法3接着工法がある,表面保護工法のひとつに断面修復工法がある,ひび割れ補修工法のひとつに注入工法がある,c,断面修復工法は表面保護工法ではなく断面修復・補強工法,コンクリート補修工法,標準
129,施工計画、施工設備及び積算,2015,鉄筋コンクリート床版の調査項目と調査方法に関する記述として誤っているものはどれか。,ひび割れの挙動(深さ開閉量段差量);超音波法等,設計断面諸量(コンクリート強度);テストハンマーコア試験,設計断面諸量(配筋);電磁波計測超音波法等,耐荷性能(たわみ量);載荷試験,c,配筋調査は電磁波法で超音波法は使用しない,コンクリート構造物の調査方法,標準
130,施工計画、施工設備及び積算,2015,レディーミクストコンクリートの受入れ検査に関する記述として誤っているものはどれか。,スランプ検査の頻度は1回/日または構造物の重要度と工事の規模に応じて20~150m3毎に1回を基本とする,スランプ検査の許容誤差はスランプ5cm以上8cm未満は±1.5cmスランプ8cm以上18cm未満は±2.5cmである,空気量の許容誤差は±1.5%である,塩化物イオン量含有量の判定基準は原則として1.00kg/m3以下である,d,塩化物イオン量含有量の判定基準は0.30kg/m3以下,コンクリート品質管理,標準
131,施工計画、施工設備及び積算,2015,暑中コンクリートの打込み養生に関する記述として誤っているものはどれか。,コンクリートを打ち込む前には地盤型枠等コンクリートから吸収するおそれのある部分を湿潤状態に保つ,コンクリートの打込みは練混ぜ開始から打ち終わるまで2.5時間以内を原則とする,打込み時のコンクリートの温度は35°C以下でなければならない,コンクリートの打込みを終了したときは速やかに養生を開始しコンクリート表面を乾燥から保護しなければならない,b,暑中コンクリートでは練混ぜ開始から打ち終わるまで1.5時間以内,暑中コンクリート,標準
132,施工計画、施工設備及び積算,2015,道路橋の下部構造を構成する鉄筋コンクリート部材に関する記述として誤っているものはどれか。,鉄筋の最小かぶりは鉄筋の直径以上かつ大気中の環境条件においてははりの場合は35mm以上柱・壁は40mm以上とする,鉄筋のあきは40mm以上かつ粗骨材の最大寸法の4/3倍以上とするまた鉄筋の直径の1.5倍以上とする,鉄筋の直角フックは曲げ加工する部分の端部から鉄筋の直径の10倍以上まっすぐにのばす,引張鉄筋に重ね継手を用いる場合は重ね継手長L以上かつ鉄筋の直径の20倍以上重ね合せる,c,直角フックは鉄筋直径の12倍以上,道路橋示方書,標準
133,施工計画、施工設備及び積算,2015,道路アスファルト舗装の路床・路盤用の施工機械基層・表層の施工機械に関する記述として誤っているものはどれか。,路上混合機械;ディストリビューター,路床・路盤の敷ならし機械;モーターグレーダブルドーザ等,基層・表層の敷ならし機械;アスファルトフィニッシャ,基層・表層の締固め機械;ロードローラタイヤローラ振動ローラ,a,路上混合機械はスタビライザーやロードミキサー,アスファルト舗装施工,標準
134,施工計画、施工設備及び積算,2015,道路のコンクリート舗装の補修工法に関する記述として誤っているものはどれか。,コンクリート舗装の補修工法は補修の対象がコンクリート版そのものなのか版の表面部なのかにより構造的対策工法と機能的対策工法に分けられる,構造的対策には打換え工法オーバーレイ工法バースッチ工法注入工法などがある,機能的対策には粗面処理工法グルービング工法パッチング工法表面処理工法などがある,上記の工法のなかで構造設計が必要な工法はオーバーレイ工法とグルービング工法である,d,グルービング工法は機能的対策工法で構造設計は不要,コンクリート舗装補修,標準
135,施工計画、施工設備及び積算,2015,循環型社会の形成促進における建設リサイクル等の推進に関する記述として誤っているものはどれか。,平成23年度の建設廃棄物の排出量は全国で約17500万トンである,産業別の廃棄物の排出量をみると1「電気ガス熱供給水道業」2「農業林業」3「建設業」の順に多い,建設廃棄物は全産業廃棄物排出量の約2割不法投棄量の約7.5割を占める,平成24年度の建設廃棄物全体の再資源化等率は96.0%である,b,産業別排出量は「電気ガス熱供給水道業」「建設業」「農業林業」の順,建設リサイクル推進計画,標準
136,施工計画、施工設備及び積算,2015,労働安全衛生マネジメントシステムに関する指針における安全衛生計画の作成事項に関する記述として誤っているものはどれか。,リスクアセスメントの結果に基づく措置の内容および実施時期,安全衛生教育の内容および実施時期,工事工程と実行予算,安全衛生計画の見直し,c,工事工程と実行予算は安全衛生計画の作成事項ではない,労働安全衛生マネジメントシステム指針,標準
137,施工計画、施工設備及び積算,2015,土木工事の際の用語の使い方の記述として誤っているものはどれか。,仕様書とは各工事に共通する共通仕様書と各工事ごとに規定される特記仕様書を総称していう,共通仕様書とは各建設作業の順序使用材料の品質数量仕上げの程度施工方法等工事を施工するうえで必要な技術的要求工事内容を説明したもののうちあらかじめ定型的な内容を盛り込み作成したものをいう,特記仕様書とは共通仕様書を補足し工事の施工に関する明細または工事に固有の技術的要求を定めた図書をいう,現場説明書とは工事の入札に参加するものに対して発注者が当該工事の工事現場周辺の状況を説明するための書類をいう,d,現場説明書ではなく現場説明資料,土木工事共通仕様書,標準
138,施工計画、施工設備及び積算,2015,土木工事における施工計画書に関する記述として誤っているものはどれか。,受注者は工事着手前に工事目的物を完成するために必要な手順や工法等についての施工計画書を監督職員に提出しなければならない,監督職員が施工計画書の項目について補足を求めた場合は補足については施工計画書に追記するのではなく補足資料としてまとめる,受注者は施工計画書の内容に重要な変更が生じた場合にはその都度当該工事に着手する前に変更に関する事項について変更施工計画書を監督員に提出しなければならない,受注者は施工計画書を提出した際監督職員が指示した事項についてさらに詳細な施工計画書を提出しなければならない,b,補足は施工計画書に追記またはファイルに編綴,土木工事共通仕様書,標準
139,施工計画、施工設備及び積算,2015,道路土工に関する記述として誤っているものはどれか。,路床とは盛土部においては盛土仕上がり面下掘削(切土)部においては掘削仕上り面下1m以内の部分をいう,建設発生土処理にあたり施工計画書の記載内容に加えて設計図書に基づき処理方法排水計画場内維持等を施工計画書に記載しなければならない,掘削の施工にあたり現場の地形掘削高さ掘削量地層の状態掘削土の運搬方法などから使用機械を設定しなければならない,路体盛土工の施工においては一層の仕上り厚を50cm以下とし各層ごとに締固めなければならない,a,路床は路面仕上がり面下1m以内の部分,道路土工仕様書,標準
140,施工計画、施工設備及び積算,2015,道路標識道路照明施設道路情報提供装置の総点検実施要領に関する記述として誤っているものはどれか。,標識等についてはこれまでの知見から損傷等が生じやすい弱点部があることがわかっている,標識等の部材は鋼部材およびコンクリート部材に大きく分けられる鋼部材については亀裂腐食ゆるみ・脱落破断について点検する,鋼部材の点検方法は板厚調査を基本とし超音波パルス反射法による残存板厚調査き裂探傷試験を実施するものとする,点検で異常を把握した場合は可能な限りの応急措置を行うこととする,c,鋼部材の点検は近接目視が基本で板厚調査は詳細調査,道路標識等総点検実施要領,標準
141,施工計画、施工設備及び積算,2015,コンクリート工事の型わく支保工に関する記述として誤っているものはどれか。,鋼管支柱は高さ3m以内ごとに水平つなぎを2方向に設け堅固なものに固定する,パイプサポートは3本以上継いで用いない,支柱の継手は突合せ又は差込みとする,支柱は大引きの中央に取り付ける等偏心荷重がかからないようにする,c,パイプサポートは2本以上継いで用いない,型わく支保工設計施工指針,標準
142,施工計画、施工設備及び積算,2015,建設工事公衆災害防止対策要綱を適用するような現場における土留工に関する記述として誤っているものはどれか。,切取り面が土質に見合った勾配を保って掘削できる場合を除き掘削の深さが1.5mを超える場合には原則として土留工を施すものとする,杭鋼矢板等の根入れ長は安定計算支持力の計算ボイリングの計算及びヒービングの計算により決定する,重要な仮設工事にあたっては原則として根入れ長は杭の場合においては1.5m鋼矢板等の場合においては3.0mを下回ってはならない,重要な仮設工事に用いる鋼矢板はIV型以上を標準とする,c,重要な仮設工事では杭3.0m鋼矢板1.5mを下回ってはならない,建設工事公衆災害防止対策要綱,標準
143,施工計画、施工設備及び積算,2015,建設工事公衆災害防止対策要綱による重要な仮設工事にあたっての切りばり腹おこしに関する記述として誤っているものはどれか。,腹おこしの垂直間隔は3メートル程度とする,腹おこしはH-250を最小部材とし継手間隔6メートル以下とする,二方向切ばりに対して中間杭を設ける場合には切りばりの交点に中間杭を設置して両方の切りばりを中間杭に緊結すること,切りばりは水平間隔5メートル以下とする,d,切りばりは水平間隔4メートル以下,建設工事公衆災害防止対策要綱,標準
144,施工計画、施工設備及び積算,2015,工事の施工出来高と工事総原価との関係を示す損益分岐図の中でFは何を示すか。,直接原価,間接原価,固定原価,工事原価,c,損益分岐図のFは固定原価を示す,建設業経営,標準
145,施工計画、施工設備及び積算,2015,工程管理に使用する各種工程図表の説明に関する記述として誤っているものはどれか。,ガントチャートは短期工事・単純工事に向いており図表の作成も容易であるが作業の手順は不明である,バーチャートは作業の手順は判明しているが短期工事・単純工事には不向きである,曲線式は作業の手順は不明であるが作業の進行度合いは判明する,ネットワーク式は作業の手順・作業の進行度は判明するが短期工事・単純工事には不向きである,b,バーチャートは短期工事・単純工事に向いている,工程管理,標準
