id,category,year,question,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,difficulty
185,トンネル,2015,山岳工法における道路トンネルの設計に関する記述として、正しいものをa~dのなかから選びなさい。,坑門の面壁設計においては、面壁に発生する応力がトンネル覆工にも影響するため、覆工内側面にも面壁に配置する主筋と同等の鉄筋を面壁から5m程度配置する。,トンネルの覆工仕上がり線は、設計断面に対して、施工上ある程度の誤差が生じることはまぬがれないため、あらかじめトンネル断面の所要空間とは別に、施工誤差として3cm程度を見込んでいる。,地山等級DIIにおいて変形余裕量を見込む場合は、上部半断面工法は上半部に、補助ベンチ付全断面工法では掘削に時間差が無いため上半部、下半部にそれぞれ5cm程度見込んで設計するのが通例である。,インバート半径は、路盤構造、中央排水工、側溝などを包含するとともに地山の性状を考慮した合理的な形状を選定するものとするが、一般には、インバート半径は、上半半径の2~3倍とすることが多い。,a,インバート半径は一般的に上半半径の2~3倍とすることが多いとされています。,山岳トンネル設計・施工標準,標準
186,トンネル,2015,山岳工法における計測Bの評価に際しての留意点に関する記述として、誤っているものをa~dのなかから選びなさい。,計測Bは、計測Aの断面および測点にあわせて設置すると地山の挙動や支保工の効果を評価しやすい。,土被りの小さい都市トンネル等では、脚部の支持力不足により天端と脚部が同程度沈下する共下がり現象が発生しやすいため、地表から設置する地中変位計の頭部の沈下量を測定するなど、絶対的な沈下量を把握できるようにする。,覆工の応力は、完成後の気温変化、水位変化、近接施工による作用土圧の変化等により変化するため、評価にあたっては温度変化、間隙水圧分布、近接施工の範囲や種別等を正確に把握しておく必要がある。,吹付けコンクリートの若材齢時は、弾性係数が小さく、同じ変形であっても発生応力が大きい場合がある。,d,吹付けコンクリートの若材齢時は弾性係数が小さいため、同じ変形であっても発生応力は小さくなります。,山岳トンネル設計・施工標準,標準
187,トンネル,2015,トンネルの維持管理に関する記述として、誤っているものをa~dのなかから選びなさい。,山岳工法により建設されたトンネルは、現在の標準工法である吹付けコンクリートとロックボルトを主体とするNATMと、それ以前の矢板工法に大別され、施工法の違いによる変状発生の特性を考慮する必要がある。,矢板工法で建設されたトンネルでは、覆工コンクリートと背面地山との間に空隙が存在することが多いことに留意が必要である。,シールド工法により建設されたトンネルの場合、RC、鋼製、ダクタイル鋳鉄、合成などのセグメントの種別によって対策工が異なるものがある。,開削工法により建設されたトンネルは、建設時のコンクリートの打込み方法、トンネルの防水工や親杭横矢板、柱列式連続壁、地下連続壁などの仮設工法などによる差異で対策に影響がでることはない。,d,開削工法で建設されたトンネルでも、施工方法や仮設工法の違いにより対策工に影響が出ることがあります。,トンネル維持管理便覧,標準
188,トンネル,2015,「ずい道等建設工事における換気技術指針」における用語に関する記述として、誤っているものをa~dのなかから選びなさい。,粉じん濃度目標レベルとは、トンネル内の切羽から30m地点での粉じん濃度の測定の結果の評価を行うときに使用する粉じん濃度の目標値として、各建設工事毎に設定すべき値であり3mg/m3(吸入性粉じん)以下にすることとされている。,許容濃度とは、日本産業衛生学会及びACGIH(米国産業衛生専門家会議)が勧告している濃度をいう。,法的規制値とは、労働安全衛生法、労働安全衛生規則、酸素欠乏症等防止規則等の関係法令で、就業禁止等について規制されている値をいう。,管理濃度とは、作業環境管理を進める過程で、有害物質に関する作業環境の状態を評価するために、作業環境測定基準に従って単位作業場所について実施した測定結果から、当該作業単位場所の作業環境管理の良否を判断する際の管理区分を決定するための指標をいう。,d,管理濃度の定義において、「当該作業単位場所」ではなく「当該単位作業場所」が正しい表現です。,ずい道等建設工事における換気技術指針,標準
189,トンネル,2015,山岳トンネルに適用される主な補助工法に関する記述として、正しいものをa~dのなかから選びなさい。,地山のアーチ作用が期待できないような不安定な地山に対して、天端部の安定を図る目的でフォアポーリング、長尺フォアパイリング等の崩落、抜け落ち防止対策を行った場合は、鏡吹付けコンクリートや鏡ボルトを併用した事例はない。,支保工脚部の支持力が不足する場合には、仮インバートや脚部補強ボルト、脚部補強パイルあるいはサイドパイルが有効である。,切羽の安定性は、地山の性状のみによるものではなく、湧水を伴って不安定となる場合も少なくないが、切羽安定対策を実施する場合には、湧水対策等は別々に検討する。,含水未固結地山において、水抜きボーリング、水抜き坑等の排水工法を採用する場合には、水と一緒に細粒分を抜くように心掛ける。,b,支保工脚部の支持力不足に対する対策として、仮インバートや各種補強工法が有効です。,山岳トンネル設計・施工標準,標準
190,トンネル,2015,道路トンネルにおける換気方式に関する記述として、誤っているものをa~dのなかから選びなさい。,ジェットファン式の特徴は、トンネル縦方向に作用する交通換気力および自然換気力を補足するようにジェットファンの噴流効果による圧力上昇を発生させ、これにより所要換気量を満足しようとすることにある。,一方通行トンネルにおけるジェットファン式は、新鮮空気が坑口から供給されることになるので、濃度分布は坑口部からの曲線分布になる。,対面交通トンネルで縦流換気方式を採用する場合、走行車両による交通換気力は期待できず、逆に換気上の抵抗としてのみ作用することが多いが、走行速度などによって換気状態が影響を受ける度合いは一方通行トンネルの場合に比べて小さい。,横流換気方式や排気半横流換気方式は、交通方式にかかわらず、坑口からの排気の比較的少ない換気方式である。,c,対面交通トンネルでは走行速度等による換気状態への影響は一方通行トンネルより大きくなります。,道路トンネル技術基準,標準
191,トンネル,2015,山岳工法で施工するトンネルにおいて留意すべき地山条件に関する記述として、誤っているものをa~dのなかから選びなさい。,シラスの特徴は、他の土質に比べ水により侵食されやすいことにあるが、不飽和状態においてはそのかみ合わせ(インターロッキング)の良さのため、力学的性質は一般的な砂に比べて比較的大きなせん断抵抗を示す。,砂層・砂礫層地山は、粘着力が小さく、掘削から吹付けを開始するまでの間、あるいは、吹付け作業中でも天端に肌落ちが生じ、結果的に余掘りが増加することがある。,花崗岩では、他の岩種に比べ風化が深部に及んでいて、坑口からかなり長区間にわたり脆弱な地山を掘削せざるを得ない場合が多く、とくに土被りの小さいトンネルでは、全区間がまさ土からなることも少なくない。,未固結地山とは、洪積層や一部沖積層を形成する未固結ないし固結度の低い砂質土や礫質土ならびに火山灰、火山礫、軽石からなる火山噴出物等であり、岩石の風化帯、断層破砕帯等は含まれない。,d,未固結地山には岩石の風化帯や断層破砕帯等も含まれます。,山岳トンネル設計・施工標準,標準
192,トンネル,2015,シールドトンネルにおけるセグメントの耐久性に関する記述として、誤っているものをa~dのなかから選びなさい。,セグメントの継手面には、トンネルとしての止水性を確保するために、シール材等による止水工を施さなければならない。,セグメントにひび割れが生じる原因は、一般的に、曲げモーメントや軸引張力等の断面力のほか、ジャッキ推力やセグメントの運搬、組立時の取扱いなど施工に起因するものやコンクリートの乾燥収縮、中性化等によるものがある。,耐久性の高い鋼製セグメントや合成セグメントでは、腐食性環境におかれる場合でも、防食や防せいの処理を行う必要はない。,セグメントの耐久性の検討では、コンクリート、鉄筋、鉄鋼材等からなるセグメント本体、鉄鋼材等からなる継手、注入孔の部品の耐久性を確認する。,c,鋼製セグメントや合成セグメントでも、腐食性環境では防食や防せい処理が必要です。,シールド工法技術指針,標準
193,トンネル,2015,既設構造物と近接するシールドトンネルに関する記述として、誤っているものをa~dのなかから選びなさい。,近接施工の影響を定量的に評価する場合、有限要素法等の数値解析により行うのが一般的であるが、シールド施工の影響は沈下による影響が支配的であるため、隆起に対する解析の必要はない。,有限要素解析の結果から、施工時の指標としての管理基準値を定める際には、管理者と協議の上、機能面、構造面のどちらも満足する値を定める必要がある。,対策工法として地盤改良を用いる際には、対象地盤、施工方法等によって十分な改良効果が得られない場合があるので、試験施工等により、改良範囲と均一性、出来上がり品質等の効果確認を行い、詳細の仕様を定めるのがよい。,計測管理は、通過前、通過時、通過後の3段階を追って実施する必要がある。とくに、近接区間の手前の類似の地盤条件の地点で通過前計測を行い、予測解析手法の妥当性や施工方法の是非を確認しておくことが重要である。,a,シールド施工では沈下だけでなく隆起による影響も考慮する必要があります。,シールド工法技術指針,標準
194,トンネル,2015,開削トンネルの本体工の設計に関する記述として、誤っているものをa~dのなかから選びなさい。,開削トンネルの性能照査において考慮する限界状態は、終局限界状態ならびに使用限界状態ならびに疲労限界状態である。,箱形ラーメン形式のトンネルでは、土圧が大きい場合に応力が大きくなる部材と、土圧が小さい場合に応力が大きくなる部材とがある。,地下水位以下に施工される開削トンネルにおいては、土被りの少ない場合、トンネル部から地上部への移行区間ならびに構造物が大きい場合に浮上りに対する検討が必要である。,耐震設計上の基盤面として設定できる十分に堅固な地層は、支持力が十分にあり、せん断弾性波速度が概ね200m/s以上(一般に、砂質土でN値50以上、粘性土でN値25以上)と考えてよい。,d,耐震設計上の基盤面は、せん断弾性波速度が概ね300m/s以上(砂質土でN値50以上、粘性土でN値25以上)とされています。,道路トンネル技術基準,標準
195,トンネル,2015,トンネル工事を規制するおもな関連法規類に関する記述として、誤っているものをa~dのなかから選びなさい。,都市計画関係の関連法規類としては、「都市計画法」「大深度地下の公共的使用に関する特別措置法」「都市再生特別措置法」などがある。,自然・文化財保護関係の関連法規類としては、「自然公園法」「都市公園法」「環境基本法」などがある。,環境・公害・廃棄物関係の関連法規類としては、「環境基本法」「環境影響評価法」「土壌汚染対策法」などがある。,災害防止関係の関連法規類としては、「宅地造成等規制法」「地すべり等防止法」「道路交通法」などがある。,d,道路交通法は災害防止関係ではなく交通安全関係の法規です。,建設関連法規集,標準
196,トンネル,2015,トンネルの周辺環境調査に関する調査項目と調査事項の組み合わせとして、誤っているものをa~dのなかから選びなさい。,地下水状況・・・・・・帯水層の分布と透水性、帯水層ごとの地下水圧と水質および経年変化、地下水の流向と流速、湧泉の分布と湧水量,地表水状況・・・・・・表流水、温泉、湧泉、湖沼、湿原の分布、天然ガスの分布,地盤沈下・・・・・・・事業対象領域の年間沈下量と累積沈下量、沈下の範囲、層別沈下量と沈下速度、沈下による建物等への影響,動植物・・・・・・・・動物、植物の分布(とくに希少な種)、生態系調査,b,地表水状況の調査事項に天然ガスの分布は含まれません。天然ガスは別の調査項目です。,環境影響評価技術指針,標準
197,トンネル,2015,覆工コンクリートの打込みに関する記述として、誤っているものをa~dのなかから選びなさい。,コンクリートの打込みに先立ち、コンクリートの品質を低下させないよう型枠内の清掃を行い、湧水や溜り水がある場合は適切な排水を行わなければならない。,コンクリートの打込みは、材料の分離を生じないよう、また隅々に行きわたり空隙が残らないよう十分に締め固めなければならない。,コンクリートは、打上がりが適切な速度となるように、また覆工の左右均等に連続して打込まなければならない。,コンクリートの打上がり速度を速くすると、締め固め効果が向上する傾向がある。,d,コンクリートの打上がり速度を速くすると、締め固めが不十分になり品質が低下する傾向があります。,トンネル標準示方書,標準
198,トンネル,2015,トンネルの変状に関する坑内調査項目・方法に関する記述として、誤っているものをa~dのなかから選びなさい。,ひび割れ・・・位置、形態、規模、パターン、進行性、剥離・剥落等・・・目視観察、打音検査、写真撮影、ボーリング、超音波、ひび割れ計、スケール・ノギス等,変形・・・断面形状、内空変位量、地中変位量、盤膨れ、沈下量等・・・断面測定器、内空変位計、地中変位計、水準測量等,構造欠陥・・・覆工厚、背面空洞、路盤下空洞、覆工材質等・・・ボーリング、電磁波法、目視検査、打音検査、土砂流入調査等,材料劣化・・・位置、強度、中性化深さ、材質等・・・目視観察、打音検査、写真撮影、非破壊検査、強度試験、pH試験、中性化試験、化学分析等,c,構造欠陥の調査状態の説明が「覆工厚、背面空洞、路盤下空洞、覆工材質等」となっていますが、これは調査項目であり、状態ではありません。,トンネル維持管理便覧,標準
199,トンネル,2015,施工時の坑内安全点検項目・内容に関する記述として、誤っているものをa~dのなかから選びなさい。,地山・・・・・切羽における浮石や亀裂等の有無、未覆工区間の変状の有無、可燃性ガスや有毒ガスの発生の有無、および湧水の状態、地表面の変状の有無等,支保工・・・・吹付けコンクリートのひび割れ、および剥離の有無、ロックボルトの定着状態、プレートの変形、ボルトの破断、鋼製支保工の沈下および変形等,作業環境・・・温度、炭酸ガス、視界、通気量、排ガス、SS濃度、粉じん濃度、振動および騒音等,機械、設備・・通路、機械、設備・・通路、運搬路、軌道、走行車両、換気設備、照明設備、排水設備、連絡通報設備、緊急避難設備および救護用具等の整備状況等,c,作業環境の点検項目にSS濃度は含まれません。SSは浮遊物質の指標で、坑内作業環境の点検項目としては適切ではありません。,トンネル工事安全指針,標準
200,トンネル,2015,覆工コンクリートの特性に関する記述として、誤っているものをa~dのなかから選びなさい。,覆工コンクリートには、過大な荷重が作用した場合の変状に伴うひび割れとは別に、主としてコンクリートの収縮ひずみが外部拘束されるために生ずるせん断応力に伴うひび割れがある。,覆工コンクリートに収縮ひずみが発生する要因には、コンクリートの硬化温度の降下による温度収縮がある。,覆工コンクリートに収縮ひずみが発生する要因には、トンネル内温度の降下による温度収縮がある。,覆工コンクリートに収縮ひずみが発生する要因には、トンネル内湿度の低下による乾燥収縮とコンクリート硬化時の自己収縮がある。,a,コンクリートの収縮ひずみが外部拘束される場合に生じるのは引張応力であり、せん断応力ではありません。,トンネル標準示方書,標準
201,トンネル,2015,覆工コンクリートの養生に関する記述として、誤っているものをa~dのなかから選びなさい。,打ち終わったコンクリートに十分な強度を発現させ、所要の耐久性、水密性等、品質を確保するためには、打込み後一定期間中、コンクリートを適当な温度および湿度に保つ必要がある。,コンクリート養生期間は、振動をあたえワーカビリティを促進する必要がある。,坑内は、坑口付近を除いて温度が安定しており、湿潤状態に保たれているので、一般には付加的な養生は行われていない。,坑口付近は、外気の影響を受けやすいため、ここでの覆工は明り構造物と同じように養生を行うなどの配慮が必要である。,b,コンクリート養生期間中は振動を与えてはいけません。振動はコンクリートの品質を損なう原因となります。,トンネル標準示方書,標準
202,トンネル,2015,インバートコンクリートの施工に関する記述として、誤っているものをa~dのなかから選びなさい。,支保工や覆工コンクリートの脚部とインバートとの打継ぎ目は、トンネルの断面のうち、最も弱点となりやすいので、吹付けコンクリートのはね返り材等の異物を除去するとともに、インバートの掘削面は十分に清掃を行い、ずりや異物等がコンクリートに混入しないように留意しなければならない。,インバートコンクリートの表面の整形は、定規を使用して仕上げるが、覆工との間に小半径の曲線が入るインバート形状の場合には、仕上がり面が急なので上型枠を用いて打ち込むこともある。,打込み後、インバートを埋め戻す場合や車両等の通行に供する場合は、コンクリートが埋め戻し土や転圧作業の荷重あるいは輪荷重等の載荷に支障のない強度に達してから行わなければならない。,覆工コンクリートとの打ち継ぎ目、およびインバートコンクリートの中央付近に設ける打継ぎ目は、せん断力を円滑に伝達できるように、原則としてインバートの軸線と直交するように設けなければならない。,d,インバートの打継ぎ目は、せん断力の伝達を考慮して、インバートの軸線と平行に設けるのが原則です。,トンネル標準示方書,標準
203,トンネル,2015,坑外仮設備に関する組み合わせとして、誤っているものをa~dのなかから選びなさい。,ずりビン・・・・・・受ビン、ベルトコンベア、フィーダー,セメントサイロ・・・・・・スクリューコンベア、クラムシェル,受電設備・・・・・・・・・高圧線路引込線、高圧受電盤、変圧器,照明設備・・・・・・・・・低圧電線路、坑外設備照明,b,セメントサイロの主要内容にクラムシェルは含まれません。クラムシェルは掘削機械の一種です。,トンネル工事仕様書,標準
204,トンネル,2015,施工時の支保工変更に関する組み合わせとして、誤っているものをa~dのなかから選びなさい。,吹付けコンクリート・・・・・厚さ、材質等の変更,ロックボルト・・・・・・・・有無、長さ、本数、耐力、定着材、定着方式等の変更,鋼製支保工・・・・・・・・・有無、寸法、建込み間隔、材質等の変更,インバート・・・・・・・・・有無、形状、施工時期、材質等の変更,a,吹付けコンクリートの変更内容に「材質等の変更」は含まれません。通常は厚さの変更が主な変更項目です。,山岳トンネル設計・施工標準,標準
205,トンネル,2015,道路トンネルの付属施設に関する記述として、誤っているものをa~dのなかから選びなさい。,道路トンネルでは、とくに換気施設、非常用施設等のトンネル付属施設の計画が道路の交通量、トンネルの延長および平面線形と密接な関係がある。,トンネルの坑口位置、縦断線形を決めるときには、換気所、換気坑の位置、規模を含めた換気ならびに非常用施設の概略の設計を行い、工費、施工性、維持管理費等についての総合的な比較検討を行わなければならない。,長大トンネルでは、経済的な換気を行うために、換気所や換気坑等の位置がトンネルの線形を決定するような場合もある。,照明施設計画では、出入口部の緩和照明に関する費用が大きな比重を占めるため、あまりに短いトンネル群にするとかえって不経済になることもある。,d,短いトンネル群では出入口部の緩和照明が頻繁に必要となるため、かえって経済的でない場合があります。記述は正しいです。,道路トンネル技術基準,標準
206,トンネル,2015,トンネルの内空断面に関する記述として、誤っているものをa~dのなかから選びなさい。,トンネルの内空断面は、その用途に適した必要断面を包含し、トンネルの安定性および施工性を考慮したうえで、合理的な形状寸法を決定しなければならない。,道路トンネルや鉄道トンネルでは、通常その種別や等級等によって建築限界が定められている。内空断面は、この建築限界の外に換気施設、照明施設、排水管路、非常用施設、標識等のための空間を確保したうえ、施工誤差等に対する若干の余裕を見込んで決定しなければならない。,道路トンネルや鉄道トンネルでは、平面線形によって横断勾配やカントが変化し、建築限界が変わるので、これも考慮しなければならない。,上下水道等の水路トンネルでは、通水量の将来の増加予想を考慮して内空断面を決定する。,d,水路トンネルでは将来の増加予想ではなく、計画通水量に基づいて内空断面を決定します。,トンネル標準示方書,標準
207,トンネル,2015,膨張性地山に関する記述として、誤っているものをa~dのなかから選びなさい。,膨張性地山には、岩石強度をはるかに越える応力による塑性流動化を原因として内空断面が縮小する地山(スクイージング地山、押し出し性地山とも呼ばれる)がある。,膨張性地山には、水に伴う岩石の体積膨張を原因として内空断面が縮小する地山(スウェリング地山)がある。,膨張性地山は、単に岩石の種類や性質のみではなく、土被り圧による応力や褶曲構造等による地質構造的な応力との関連も大きく、同一基準によって膨張の大小を判定できないことが多い。,膨張性地山は、白亜紀以降の泥岩や凝灰岩、断層部の粘土、破砕帯、温泉余土、蛇紋岩等でみられることが多い。,d,膨張性地山は白亜紀以降に限定されるものではなく、より古い地質時代の岩石でもみられることがあります。,山岳トンネル設計・施工標準,標準
208,トンネル,2015,トンネル施工時の計測管理基準と安全管理体制に関する記述として、誤っているものをa~dのなかから選びなさい。,通常体制・・・・定時計測,注意体制・・・・計測頻度強化、現場点検、作業員への注意強化,要注意体制・・・計測体制の強化、軽微な対策工の実施,厳重注意体制・・施工の停止検討、変状要因・傾向の解析、トンネル補強の検討,c,要注意体制では「軽微な対策工の実施」ではなく「対策工の検討・実施」が正しい表現です。,山岳トンネル設計・施工標準,標準
209,トンネル,2015,TBM工法の掘進に関する記述として、誤っているものをa~dのなかから選びなさい。,TBMの特性上、トンネル線形の施工後の修正はほとんど不可能であるため、計画線からの離れを早期に把握して、TBM軌道の修正を遅滞なく行う必要がある。,計画線形を逸脱する要因として、TBM本体のピッチング、ヨーイングおよびローリングがあり、これらは地山の抵抗、ジャッキの操作、個々のTBMのもつ運動性能、地質の変化および測量の誤差等の複合した原因によることが多い。,ヨーイングが発生すると施工能率が低下し、TBM構造によってはベルトコンベヤー等の作動が困難になり、掘削土の排出ができなくなるなどの問題が生じることがある。,安定した高速掘進を持続するためには、地山の挙動、機械の性能、施工状況をリアルタイムに把握することが必要である。掘進にあたっては、掘進速度、推力、トルク、カッターヘッド回転速度およびずり取込み量等の地山状態に対応した最適掘進性能を把握することが重要である。,c,ヨーイングは左右方向の偏向であり、ベルトコンベヤーの作動には直接的な影響を与えません。ローリングの方がベルトコンベヤー等に影響を与えやすいです。,TBM工法設計・施工指針,標準
210,建設環境,2015,コスト等検証委員会報告書(エネルギー・環境会議コスト等検証委員会平成23年12月)における2030年のモデルプラントの試算結果として最も発電コストの低い発電方法とされているものはどれか。,原子力,太陽光(メガソーラー),一般水力,地熱,c,一般水力発電が最も発電コストが低いとされた,コスト等検証委員会報告書,標準
211,建設環境,2015,大気の汚染に係る環境基準について規定されている物質と測定方法の組み合わせとして正しいものはどれか。,二酸化硫黄-ザルツマン試薬を用いる吸光光度法,一酸化炭素-非分散型赤外分析計を用いる方法,光化学オキシダント-濾過採集による重量濃度測定方法,浮遊粒子状物質-中性ヨウ化カリウム溶液を用いる吸光光度法,b,一酸化炭素は非分散型赤外分析計で測定,大気汚染に係る環境基準,標準
212,建設環境,2015,環境影響評価における環境保全措置として誤っているものはどれか。,代償措置,回避,最大化,低減,c,最大化は環境保全措置ではない,環境影響評価法,基本
213,建設環境,2015,騒音に係る環境基準において「道路に面する地域」の特例である「幹線交通を担う道路に近接する空間」の幹線交通を担う道路の定義として誤っているものはどれか。,都道府県道,高速自動車国道,4車線以上の市町村道,2500台/日以上の交通量がある道路,a,都道府県道は幹線交通を担う道路ではない,騒音に係る環境基準,標準
214,建設環境,2015,騒音規制法に基づいて定められた特定建設作業に該当する可能性がある作業として誤っているものはどれか。,バックホウを使用する作業,トラクターショベルを使用する作業,ダンプトラックを使用する作業,ブルドーザーを使用する作業,c,ダンプトラックは特定建設作業に該当しない,騒音規制法,標準
215,建設環境,2015,大気汚染法に関する記述として誤っているものはどれか。,大気の汚染に係る環境基準は工業専用地域車道その他一般公衆が通常生活しない地域又は場所については適用しない,大気汚染物質の発生源として規制の対象となっている施設はばい煙発生施設一般粉じん発生施設特定粉じん発生施設等であり自動車は含まれない,二酸化窒素の環境基準は「1時間値の1日平均値が0.04ppm~0.06ppmまでのゾーン内又はそれ以下であること」とされている,二酸化硫黄浮遊粒子状物質については1時間値の1日平均値とともに1時間値の基準が示されている,b,自動車も規制対象に含まれる,大気汚染防止法,標準
216,建設環境,2015,我が国における騒音関連の環境基準に関する記述として誤っているものはどれか。,騒音に係る環境基準は地域の類型及び時間の区分ごとに設定されている,環境基準達成状況の評価は「個別住居等が影響を受ける騒音レベルによることを基本」とされている,鉄道騒音については新幹線について環境基準が定められている,航空機騒音に係る環境基準は地域の類型及び時間の区分ごとに設定されている,d,航空機騒音は地域類型は設定されているが時間区分はない,騒音に係る環境基準,標準
217,建設環境,2015,平成25年4月に全面施行となった改正環境影響評価法に関する記述として誤っているものはどれか。,評価書等についての電子縦覧の義務化,方法書段階での説明会開催の義務化,準備書の手続きの新設,環境保全措置の結果の報告・公表の義務化,c,新設されたのは配慮書の手続き,改正環境影響評価法,標準
218,建設環境,2015,再生可能エネルギーに該当しないものはどれか。,太陽熱,天然ガス,地熱,洋上風力,b,天然ガスは化石燃料で再生可能エネルギーではない,再生可能エネルギー,基本
219,建設環境,2015,環境マネジメントシステムに関する記述として誤っているものはどれか。,組織や事業者がその運営や経営の中で自主的に環境保全に関する取組を進めるにあたり環境に関する方針や目標を自ら設定しこれらの達成に取り組んでいくことを「環境マネジメント」という,国際規格のISO14001環境省が策定したエコアクション21がこれに該当する,環境マネジメントシステムの取り組み状況について客観的な立場からチェックを行うことを「環境管理」という,PDCAサイクルを繰り返すことにより環境マネジメントのレベルを継続的に改善していく仕組みである,c,正しくは「環境監査」,環境マネジメントシステム,標準
220,建設環境,2015,平成21年4月に改正された土壌汚染対策法に関する記述として誤っているものはどれか。,3000m2以上の土地の形質変更の届出の際に土壌汚染のおそれがあると都道府県知事が認めるときの調査の実施を規定している,土地の形質変更等を行う企業等に自主調査を義務づけ土壌汚染が判明した場合の土地所有者等による都道府県知事への区域指定の申請について規定している,汚染が基準を超過している場合土地の形質変更時に届出が必要な「形質変更時要届出区域」と対策が必要な「要措置区域」の指定と必要な対策内容について規定している,汚染土壌処理業の許可制度の新設による汚染土壌への適正処理の確保などを規定している,b,自主調査を義務づけるのではなく任意の制度,改正土壌汚染対策法,標準
